ID;DatenTypID;DatumZeitID;DatumID;MonatID;DatumTextkurz;DatumKurz;WochentagID;StundenID;Preis;PreisBrutto;PreisMin;PreisMax;PreisMean;PreisMinDauer;PreisMinWartezeit;PreisMinBrutto;PreisMaxBrutto;PreisMeanBrutto;SzenarioTag;SzenarioWoche;;;;;
;;2025121606;;;;;;;0,08236;0,1167045;;;817;Quarter-hourly average price final;;;96.45;2025-12-16T06:00:00+01:00;;;82.36;82,36;;;
;;2025121607;;;;;;;0,08839;0,1238072;;;817;Quarter-hourly average price final;;;102.32;2025-12-16T07:00:00+01:00;;;88.39;88,39;;;
;;2025121608;;;;;;;0,09733;0,1345036;;;817;Quarter-hourly average price final;;;111.16;2025-12-16T08:00:00+01:00;;;97.33;97,33;;;
;;2025121609;;;;;;;0,1051;0,134794;;;817;Quarter-hourly average price final;;;111.4;2025-12-16T09:00:00+01:00;;;105.1;105,1;;;
;;2025121610;;;;;;;0,10069;0,1264692;;;817;Quarter-hourly average price final;;;104.52;2025-12-16T10:00:00+01:00;;;100.69;100,69;;;
;;2025121611;;;;;;;0,09158;0,118338;;;817;Quarter-hourly average price final;;;97.8;2025-12-16T11:00:00+01:00;;;91.58;91,58;;;
;;2025121612;;;;;;;0,08908;0,1182291;;;817;Quarter-hourly average price final;;;97.71;2025-12-16T12:00:00+01:00;;;89.08;89,08;;;
;;2025121613;;;;;;;0,08573;0,1133407;;;817;Quarter-hourly average price final;;;93.67;2025-12-16T13:00:00+01:00;;;85.73;85,73;;;
;;2025121614;;;;;;;0,08535;0,1155792;;;817;Quarter-hourly average price final;;;95.52;2025-12-16T14:00:00+01:00;;;85.35;85,35;;;
;;2025121615;;;;;;;0,08809;0,1261546;;;817;Quarter-hourly average price final;;;104.26;2025-12-16T15:00:00+01:00;;;88.09;88,09;;;
;;2025121616;;;;;;;0,09067;0,1317085;;;817;Quarter-hourly average price final;;;108.85;2025-12-16T16:00:00+01:00;;;90.67;90,67;;;
;;2025121617;;;;;;;0,0975;0,1446313;;;817;Quarter-hourly average price final;;;119.53;2025-12-16T17:00:00+01:00;;;97.5;97,5;;;
;;2025121618;;;;;;;0,10668;0,1614987;;;817;Quarter-hourly average price final;;;133.47;2025-12-16T18:00:00+01:00;;;106.68;106,68;;;
;;2025121619;;;;;;;0,13046;0,1756557;;;817;Quarter-hourly average price final;;;145.17;2025-12-16T19:00:00+01:00;;;130.46;130,46;;;
;;2025121620;;;;;;;0,12427;0,1581712;;;817;Quarter-hourly average price final;;;130.72;2025-12-16T20:00:00+01:00;;;124.27;124,27;;;
;;2025121621;;;;;;;0,10513;0,1402874;;;817;Quarter-hourly average price final;;;115.94;2025-12-16T21:00:00+01:00;;;105.13;105,13;;;
;;2025121622;;;;;;;0,099;0,1247873;;;817;Quarter-hourly average price final;;;103.13;2025-12-16T22:00:00+01:00;;;99;99,00;;;
;;2025121623;;;;;;;0,092;0,1115257;;;817;Quarter-hourly average price final;;;92.17;2025-12-16T23:00:00+01:00;;;92;92,00;;;
;;2025121700;;;;;;;0,08676;0,1118524;;;817;Quarter-hourly average price final;;;92.44;2025-12-17T00:00:00+01:00;;;86.76;86,76;;;
;;2025121701;;;;;;;0,085;0,1106545;;;817;Quarter-hourly average price final;;;91.45;2025-12-17T01:00:00+01:00;;;85;85,00;;;
;;2025121702;;;;;;;0,084;0,1102431;;;817;Quarter-hourly average price final;;;91.11;2025-12-17T02:00:00+01:00;;;84;84,00;;;
;;2025121703;;;;;;;0,07797;0,106964;;;817;Quarter-hourly average price final;;;88.4;2025-12-17T03:00:00+01:00;;;77.97;77,97;;;
;;2025121704;;;;;;;0,07612;0,1058387;;;817;Quarter-hourly average price final;;;87.47;2025-12-17T04:00:00+01:00;;;76.12;76,12;;;
;;2025121705;;;;;;;0,07732;0,1075932;;;817;Quarter-hourly average price final;;;88.92;2025-12-17T05:00:00+01:00;;;77.32;77,32;;;
;;2025121706;;;;;;;0,09375;0,1275461;;;817;Quarter-hourly average price final;;;105.41;2025-12-17T06:00:00+01:00;;;93.75;93,75;;;
;;2025121707;;;;;;;0,1051;0,1604823;;;817;Quarter-hourly average price final;;;132.63;2025-12-17T07:00:00+01:00;;;105.1;105,1;;;
;;2025121708;;;;;;;0,12423;0,1914825;;;817;Quarter-hourly average price final;;;158.25;2025-12-17T08:00:00+01:00;;;124.23;124,23;;;
;;2025121709;;;;;;;0,125;0,1662298;;;817;Quarter-hourly average price final;;;137.38;2025-12-17T09:00:00+01:00;;;125;125,00;;;
;;2025121710;;;;;;;0,10831;0,130801;;;817;Quarter-hourly average price final;;;108.1;2025-12-17T10:00:00+01:00;;;108.31;108,31;;;
;;2025121711;;;;;;;0,09603;0,1191487;;;817;Quarter-hourly average price final;;;98.47;2025-12-17T11:00:00+01:00;;;96.03;96,03;;;
;;2025121712;;;;;;;0,08937;0,1164504;;;817;Quarter-hourly average price final;;;96.24;2025-12-17T12:00:00+01:00;;;89.37;89,37;;;
;;2025121713;;;;;;;0,08651;0,1123606;;;817;Quarter-hourly average price final;;;92.86;2025-12-17T13:00:00+01:00;;;86.51;86,51;;;
;;2025121714;;;;;;;0,084;0,1144055;;;817;Quarter-hourly average price final;;;94.55;2025-12-17T14:00:00+01:00;;;84;84,00;;;
;;2025121715;;;;;;;0,088;0,124025;;;817;Quarter-hourly average price final;;;102.5;2025-12-17T15:00:00+01:00;;;88;88,00;;;
;;2025121716;;;;;;;0,09786;0,1477773;;;817;Quarter-hourly average price final;;;122.13;2025-12-17T16:00:00+01:00;;;97.86;97,86;;;
;;2025121717;;;;;;;0,1065;0,1608816;;;817;Quarter-hourly average price final;;;132.96;2025-12-17T17:00:00+01:00;;;106.5;106,5;;;
;;2025121718;;;;;;;0,11947;0,176297;;;817;Quarter-hourly average price final;;;145.7;2025-12-17T18:00:00+01:00;;;119.47;119,47;;;
;;2025121719;;;;;;;0,12145;0,1744699;;;817;Quarter-hourly average price final;;;144.19;2025-12-17T19:00:00+01:00;;;121.45;121,45;;;
;;2025121720;;;;;;;0,13841;0,1886995;;;817;Quarter-hourly average price final;;;155.95;2025-12-17T20:00:00+01:00;;;138.41;138,41;;;
;;2025121721;;;;;;;0,13391;0,1748329;;;817;Quarter-hourly average price final;;;144.49;2025-12-17T21:00:00+01:00;;;133.91;133,91;;;
;;2025121722;;;;;;;0,11394;0,1587157;;;817;Quarter-hourly average price final;;;131.17;2025-12-17T22:00:00+01:00;;;113.94;113,94;;;
;;2025121723;;;;;;;0,11322;0,1439053;;;817;Quarter-hourly average price final;;;118.93;2025-12-17T23:00:00+01:00;;;113.22;113,22;;;
;;2025121800;;;;;;;0,11346;0,1403237;;;817;Quarter-hourly average price final;;;115.97;2025-12-18T00:00:00+01:00;;;113.46;113,46;;;
;;2025121801;;;;;;;0,10456;0,1290465;;;817;Quarter-hourly average price final;;;106.65;2025-12-18T01:00:00+01:00;;;104.56;104,56;;;
;;2025121802;;;;;;;0,1;0,1301597;;;817;Quarter-hourly average price final;;;107.57;2025-12-18T02:00:00+01:00;;;100;100,00;;;
;;2025121803;;;;;;;0,09001;0,1211815;;;817;Quarter-hourly average price final;;;100.15;2025-12-18T03:00:00+01:00;;;90.01;90,01;;;
;;2025121804;;;;;;;0,08578;0,1167771;;;817;Quarter-hourly average price final;;;96.51;2025-12-18T04:00:00+01:00;;;85.78;85,78;;;
;;2025121805;;;;;;;0,08162;0,1186284;;;817;Quarter-hourly average price final;;;98.04;2025-12-18T05:00:00+01:00;;;81.62;81,62;;;
;;2025121806;;;;;;;0,0889;0,126808;;;817;Quarter-hourly average price final;;;104.8;2025-12-18T06:00:00+01:00;;;88.9;88,9;;;
;;2025121807;;;;;;;0,09133;0,1317811;;;817;Quarter-hourly average price final;;;108.91;2025-12-18T07:00:00+01:00;;;91.33;91,33;;;
;;2025121808;;;;;;;0,10468;0,1418483;;;817;Quarter-hourly average price final;;;117.23;2025-12-18T08:00:00+01:00;;;104.68;104,68;;;
;;2025121809;;;;;;;0,1031;0,128744;;;817;Quarter-hourly average price final;;;106.4;2025-12-18T09:00:00+01:00;;;103.1;103,1;;;
